Chave,Tipo de item,Resumo,Projeto,Unidade de Negócio,Status,Prioridade,Criado,Resolvido_Piloto,Atualizado(a),SLA_Horas_Resolucao,HorasResolucao_Calculated,CumpriuSLA_Resolucao_Calculated,SLA_Violado_Calculated,SLA_Horas_Primeira_Resposta,HorasPrimeiraResposta_Original,CumpriuSLA_PrimeiraResposta_Calculated,Is_Open,Aging_Horas,Em_Risco,Status_Categoria,LeadTime_Horas,Mes_Criacao,Ano_Criacao,Tempo até a primeira resposta,Tempo de resolução,SLA,Primeira Resposta
CS-281,Bug,HP - Campo com texto longo não aparece em tela,Croda - Suporte - PIP489,Tribo 2,Concluído,Lowest,2024-11-28 15:04:00,2025-01-08 11:56:00,2025-01-10 16:02:00,40.0,980.8666666666667,Não,Sim,20.0,-150.61666666666667,Sim,False,,Não,Fechado,980.8666666666667,2024-11-30 00:00:00,2024,"-6 days, 6:37:00","-6 days, 6:33:00",Violado,Violado
CS-284,Problema,Problemas com a VPN,Croda - Suporte - PIP489,Tribo 2,Concluído,Lowest,2024-12-10 17:49:00,2025-01-08 12:23:00,2025-01-08 12:23:00,40.0,690.5666666666667,Não,Sim,20.0,-43.666666666666664,Sim,False,,Não,Fechado,690.5666666666667,2024-12-31 00:00:00,2024,"-1 day, 19:40:00","-1 day, 19:40:00",Violado,Violado
CS-286,Bug,SGCF - Requisição de login no Gestão sendo efetuada duas vezes,Croda - Suporte - PIP489,Tribo 2,Concluído,Lowest,2024-12-20 15:54:00,2025-01-15 13:38:00,2025-01-17 18:07:00,40.0,621.7333333333333,Não,Sim,20.0,-31.566666666666666,Sim,False,,Não,Fechado,621.7333333333333,2024-12-31 00:00:00,2024,"-1 day, 7:34:00","-6 days, 15:30:00",Violado,Violado
CS-289,Bug,INC0039174 PMA - Erro ao salvar preços nos produtos e ao criar cotações,Croda - Suporte - PIP489,Tribo 2,Concluído,Lowest,2025-01-08 11:37:00,2025-01-20 15:11:00,2025-01-20 15:11:00,40.0,291.56666666666666,Não,Sim,20.0,-38.96666666666667,Sim,False,,Não,Fechado,291.56666666666666,2025-01-31 00:00:00,2025,"-1 day, 14:58:00","-1 day, 14:58:00",Violado,Violado
EUT-104,Incidente,Retorno da BVS para consulta de menor de idade,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-03-26 10:01:00,,2024-03-27 15:14:00,16.0,,Pendente,N/A,8.0,7.983333333333333,Sim,False,,Não,Fechado,,2024-03-31 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
EUT-109,Incidente,Mensagens de erro ao autenticar o CNPJ 28.858.889/0001-61,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-04-01 10:50:00,,2024-04-02 19:54:00,16.0,,Pendente,N/A,8.0,7.083333333333333,Sim,False,,Não,Fechado,,2024-04-30 00:00:00,2024,7:05:00,"-1 day, 22:18:00",Violado,Atingido
EUT-111,Incidente,Relatórios pagos e não enviados para os clientes,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-04-08 11:34:00,,2024-04-09 09:36:00,16.0,,Pendente,N/A,8.0,7.983333333333333,Sim,False,,Não,Fechado,,2024-04-30 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
EUT-112,Incidente,Clientes estão recebendo mensagem que houve muitas tentativas e não recebe mais o codigo,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-04-09 11:55:00,,2024-04-17 09:53:00,16.0,,Pendente,N/A,8.0,-52.65,Sim,False,,Não,Fechado,,2024-04-30 00:00:00,2024,"-2 days, 4:39:00","-2 days, 4:39:00",Violado,Violado
EUT-125,Incidente,Erro na plataforma - retorno da BVS indicando que estão em atualização,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-05-06 08:34:00,,2024-05-07 11:05:00,16.0,,Pendente,N/A,8.0,5.9,Sim,False,,Não,Fechado,,2024-05-31 00:00:00,2024,5:54:00,5:54:00,Atingido,Atingido
EUT-127,Bug,Erro no mapeamento do xml do Relatório (Campo Cheques Sustados),EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-05-06 18:00:00,,2024-05-06 18:02:00,16.0,,Pendente,N/A,8.0,8.0,Sim,False,,Não,Fechado,,2024-05-31 00:00:00,2024,8:00:00,8:00:00,Atingido,Atingido
EUT-131,Incidente,Página em branco - consulta de CNPJ de advogados,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-05-23 10:11:00,,2024-05-24 12:39:00,16.0,,Pendente,N/A,8.0,4.766666666666667,Sim,False,,Não,Fechado,,2024-05-31 00:00:00,2024,4:46:00,4:46:00,Atingido,Atingido
EUT-132,Incidente,Ajuste teste A/B Vtex ,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-05-23 15:40:00,,2024-05-24 10:08:00,16.0,,Pendente,N/A,8.0,7.983333333333333,Sim,False,,Não,Fechado,,2024-05-31 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
EUT-134,Incidente,Erro Número máximo de tentativas no job de contingência atingido.,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-05-27 09:34:00,,2024-06-11 09:04:00,16.0,,Pendente,N/A,8.0,-47.583333333333336,Sim,False,,Não,Fechado,,2024-05-31 00:00:00,2024,"-1 day, 23:35:00","-1 day, 23:35:00",Violado,Violado
EUT-135,Incidente,atuar no erro: Número máximo de tentativas no job de contingência atingido,EUTBEM - Suporte,Tribo 1,Concluído,High,2024-06-06 19:46:00,,2024-06-10 10:08:00,6.0,,Pendente,N/A,3.0,5.983333333333333,Não,False,,Não,Fechado,,2024-06-30 00:00:00,2024,5:59:00,5:59:00,Atingido,Atingido
EUT-136,Incidente,Ocorreu um erro com o pedido: 1443800507231-01 Mensagem: Exception of type 'System.Exception' was thrown.,EUTBEM - Suporte,Tribo 1,Concluído,High,2024-07-01 15:06:00,,2024-07-02 16:17:00,6.0,,Pendente,N/A,3.0,0.9166666666666666,Sim,False,,Não,Fechado,,2024-07-31 00:00:00,2024,0:55:00,0:55:00,Atingido,Atingido
EUT-137,Problema,cliente diz que não recebeu o relatório (comprou 05/07),EUTBEM - Suporte,Tribo 1,Concluído,High,2024-07-05 11:24:00,,2024-07-17 09:32:00,6.0,,Pendente,N/A,3.0,-56.46666666666667,Sim,False,,Não,Fechado,,2024-07-31 00:00:00,2024,"-2 days, 8:28:00","-2 days, 8:28:00",Violado,Violado
EUT-138,Incidente,Algumas não estão gerando Nota Fiscal,EUTBEM - Suporte,Tribo 1,Concluído,High,2024-07-12 11:29:00,,2024-08-09 11:08:00,6.0,,Pendente,N/A,3.0,5.983333333333333,Não,False,,Não,Fechado,,2024-07-31 00:00:00,2024,5:59:00,5:59:00,Atingido,Atingido
EUT-139,Incidente,Problema integraçao pedidos usando cupom,EUTBEM - Suporte,Tribo 1,Concluído,High,2024-07-22 09:43:00,,2024-07-22 16:51:00,6.0,,Pendente,N/A,3.0,5.983333333333333,Não,False,,Não,Fechado,,2024-07-31 00:00:00,2024,5:59:00,5:59:00,Atingido,Atingido
EUT-140,Incidente,Problema no preenchimento das UTMs no custom data,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-07-23 09:34:00,,2024-07-24 09:15:00,16.0,,Pendente,N/A,8.0,7.983333333333333,Sim,False,,Não,Fechado,,2024-07-31 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
EUT-141,Incidente,Tentativas estranhas de compra no site,EUTBEM - Suporte,Tribo 1,Concluído,Highest,2024-08-13 11:58:00,,2024-08-28 16:36:00,4.0,,Pendente,N/A,2.0,3.9833333333333334,Não,False,,Não,Fechado,,2024-08-31 00:00:00,2024,3:59:00,3:59:00,Atingido,Atingido
EUT-144,Problema,Contador de consultas aparentemente não está funcionando,EUTBEM - Suporte,Tribo 1,Concluído,Highest,2024-08-16 08:55:00,,2024-09-05 09:15:00,4.0,,Pendente,N/A,2.0,-53.333333333333336,Sim,False,,Não,Fechado,,2024-08-31 00:00:00,2024,"-2 days, 5:20:00","-2 days, 5:20:00",Violado,Violado
EUT-147,Problema,NFs não geradas no mês de agosto,EUTBEM - Suporte,Tribo 1,Concluído,High,2024-09-02 11:05:00,,2024-10-04 09:46:00,6.0,,Pendente,N/A,3.0,-35.63333333333333,Sim,False,,Não,Fechado,,2024-09-30 00:00:00,2024,"-1 day, 11:38:00","-3 days, 5:59:00",Violado,Violado
EUT-152,Problema,Investigação de fraude em nosso site,EUTBEM - Suporte,Tribo 1,Concluído,Highest,2024-09-17 09:23:00,,2024-10-04 09:08:00,4.0,,Pendente,N/A,2.0,3.85,Não,False,,Não,Fechado,,2024-09-30 00:00:00,2024,3:51:00,3:51:00,Atingido,Atingido
EUT-153,Problema,Usuário do fluxo novo caindo no fluxo antigo no meio da jornada,EUTBEM - Suporte,Tribo 1,Concluído,High,2024-09-17 20:28:00,,2024-09-19 09:15:00,6.0,,Pendente,N/A,3.0,5.983333333333333,Não,False,,Não,Fechado,,2024-09-30 00:00:00,2024,5:59:00,5:59:00,Atingido,Atingido
EUT-156,Problema,o site da prefeitura apresenta apenas 50 NFs geradas no mês de outubro,EUTBEM - Suporte,Tribo 1,Concluído,Highest,2024-10-23 10:56:00,,2024-10-31 11:49:00,4.0,,Pendente,N/A,2.0,2.4,Não,False,,Não,Fechado,,2024-10-31 00:00:00,2024,2:24:00,2:24:00,Atingido,Atingido
EUT-157,Bug,Loop na consulta inicial,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-10-23 09:40:00,,2024-10-29 13:55:00,16.0,,Pendente,N/A,8.0,7.916666666666667,Sim,False,,Não,Fechado,,2024-10-31 00:00:00,2024,7:55:00,7:55:00,Atingido,Atingido
EUT-160,Problema,não consigo pagar recarga com cartão de crédito ,EUTBEM - Suporte,Tribo 1,Concluído,Highest,2024-10-31 12:22:00,,2024-11-05 11:12:00,4.0,,Pendente,N/A,2.0,-30.266666666666666,Sim,False,,Não,Fechado,,2024-10-31 00:00:00,2024,"-1 day, 6:16:00",1:08:00,Atingido,Violado
EUT-161,Problema,Recarga por cartão de crédito não está funcionando,EUTBEM - Suporte,Tribo 1,Concluído,Highest,2024-10-31 18:09:00,,2024-11-05 11:13:00,4.0,,Pendente,N/A,2.0,4.0,Não,False,,Não,Fechado,,2024-10-31 00:00:00,2024,4:00:00,"-1 day, 23:53:00",Violado,Atingido
EUT-162,Problema,Cliente não recebeu relatório,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-11-01 11:33:00,,2025-02-13 08:40:00,16.0,,Pendente,N/A,8.0,3.9333333333333336,Sim,False,,Não,Fechado,,2024-11-30 00:00:00,2024,3:56:00,3:56:00,Atingido,Atingido
EUT-163,Problema,Erro com pedido ,EUTBEM - Suporte,Tribo 1,Concluído,Highest,2024-11-04 10:24:00,,2025-02-13 08:40:00,4.0,,Pendente,N/A,2.0,-45.81666666666667,Sim,False,,Não,Fechado,,2024-11-30 00:00:00,2024,"-1 day, 21:49:00","-1 day, 11:23:00",Violado,Violado
EUT-169,Problema,Estou com saldo insuficiente e o site me leva para o resumo da compra (como se eu tivesse saldo suficiente para uma consulta),EUTBEM - Suporte,Tribo 1,Concluído,Highest,2024-12-11 15:30:00,,2025-02-13 08:41:00,4.0,,Pendente,N/A,2.0,2.9333333333333336,Não,False,,Não,Fechado,,2024-12-31 00:00:00,2024,2:56:00,3:59:00,Atingido,Atingido
EUT-173,Dúvida ,leads de PF não estão sendo salvos na RD.,EUTBEM - Suporte,Tribo 1,Concluído,Lowest,2025-02-07 10:38:00,,2025-02-13 08:43:00,40.0,,Pendente,N/A,20.0,23.983333333333334,Não,False,,Não,Fechado,,2025-02-28 00:00:00,2025,23:59:00,23:59:00,Atingido,Atingido
EUT-176,Dúvida ,erro na consulta para a API da CNPJa,EUTBEM - Suporte,Tribo 1,Concluído,Lowest,2025-02-12 13:39:00,,2025-02-13 08:43:00,40.0,,Pendente,N/A,20.0,11.65,Sim,False,,Não,Fechado,,2025-02-28 00:00:00,2025,11:39:00,23:59:00,Atingido,Atingido
EUT-178,Problema,Analises Healthcheck,EUTBEM - Suporte,Tribo 1,Concluído,Lowest,2025-02-18 13:43:00,,2025-02-21 13:47:00,40.0,,Pendente,N/A,20.0,23.533333333333335,Não,False,,Não,Fechado,,2025-02-28 00:00:00,2025,23:32:00,23:32:00,Atingido,Atingido
EUT-179,Problema,"Cliente comprou recarga de R$ 200,00 e diz que seu saldo não aparece para ela",EUTBEM - Suporte,Tribo 1,Concluído,Highest,2025-02-19 16:10:00,,2025-02-28 16:49:00,4.0,,Pendente,N/A,2.0,2.1666666666666665,Não,False,,Não,Fechado,,2025-02-28 00:00:00,2025,2:10:00,"-1 day, 18:41:00",Violado,Atingido
EUT-181,Incidente,plano ,EUTBEM - Suporte,Tribo 1,Concluído,Lowest,2025-02-25 15:28:00,,2025-02-26 10:48:00,40.0,,Pendente,N/A,20.0,11.666666666666666,Sim,False,,Não,Fechado,,2025-02-28 00:00:00,2025,11:40:00,23:59:00,Atingido,Atingido
EUT-183,Dúvida ,[EUTBEM] Integração VTEX x Blip X RD,EUTBEM - Suporte,Tribo 1,Concluído,Lowest,2025-03-10 16:57:00,,2025-03-28 11:06:00,40.0,,Pendente,N/A,20.0,0.3,Sim,False,,Não,Fechado,,2025-03-31 00:00:00,2025,0:18:00,8:19:00,Atingido,Atingido
EUT-188,Bug,A Imagem dos cards do relatório está vindo quebrada quando tem algum valor numérico,EUTBEM - Suporte,Tribo 1,Concluído,Medium,2025-03-19 15:45:00,,2025-03-27 14:38:00,16.0,,Pendente,N/A,8.0,2.8833333333333333,Sim,False,,Não,Fechado,,2025-03-31 00:00:00,2025,2:53:00,"-1 day, 5:30:00",Violado,Atingido
EUT-55,Bug,"hotfixes - Ajustes HTML, CSS",EUTBEM - Suporte,Tribo 1,Finalizado,Medium,2024-01-24 18:04:00,,2024-02-01 10:05:00,16.0,,Pendente,N/A,8.0,6.916666666666667,Sim,False,,Não,Fechado,,2024-01-31 00:00:00,2024,6:55:00,6:55:00,Atingido,Atingido
EUT-72,Bug,Bugfix email já cadastrado,EUTBEM - Suporte,Tribo 1,Finalizado,Medium,2024-02-26 09:36:00,,2024-03-04 09:53:00,16.0,,Pendente,N/A,8.0,7.716666666666667,Sim,False,,Não,Fechado,,2024-02-29 00:00:00,2024,7:43:00,7:43:00,Atingido,Atingido
EUT-79,Bug,Pedido com problema - reunião emergencial,EUTBEM - Suporte,Tribo 1,Concluído,Lowest,2024-03-08 10:41:00,,2024-04-11 08:57:00,40.0,,Pendente,N/A,20.0,-45.7,Sim,False,,Não,Fechado,,2024-03-31 00:00:00,2024,"-1 day, 21:42:00","-1 day, 21:42:00",Violado,Violado
EUT-82,Incidente,Plataforma não está enviando NF para todas as compras,EUTBEM - Suporte,Tribo 1,Concluído,Lowest,2024-03-11 12:22:00,,2024-04-11 08:58:00,40.0,,Pendente,N/A,20.0,-31.016666666666666,Sim,False,,Não,Fechado,,2024-03-31 00:00:00,2024,"-1 day, 7:01:00","-1 day, 7:01:00",Violado,Violado
EUT-89,Incidente,"Teste de compra enviou para email e, possivelmente, whatsapp de outro email cadastro no mesmo CNPJ",EUTBEM - Suporte,Tribo 1,Concluído,Medium,2024-03-14 10:17:00,,2024-03-25 18:28:00,16.0,,Pendente,N/A,8.0,7.983333333333333,Sim,False,,Não,Fechado,,2024-03-31 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
FLAV-11,Incidente,Erro ao habilitar a tag da promocao-208,Flavio's Calçados - AMS VTEX ,Tribo 1,Concluído,Low,2025-02-03 11:34:00,,2025-02-13 15:00:00,24.0,,Pendente,N/A,12.0,15.916666666666666,Não,False,,Não,Fechado,,2025-02-28 00:00:00,2025,15:55:00,15:55:00,Atingido,Atingido
FLAV-12,Incidente,[1 - FILTROS] Inconsistência nos Filtros,Flavio's Calçados - AMS VTEX ,Tribo 1,Concluído,Lowest,2025-02-12 14:22:00,,2025-03-28 15:25:00,40.0,,Pendente,N/A,20.0,-264.6166666666667,Sim,False,,Não,Fechado,,2025-02-28 00:00:00,2025,"-11 days, 0:37:00","-11 days, 0:37:00",Violado,Violado
NS-52,Dúvida ,Duvida - Tipo de Frete - DIGIBBE p / SPHERW,Nortel - Suporte,Tribo 1,Encerrado,Medium,2023-12-29 16:53:00,,2024-01-16 15:32:00,16.0,,Pendente,N/A,8.0,7.95,Sim,False,,Não,Fechado,,2023-12-31 00:00:00,2023,7:57:00,7:57:00,Atingido,Atingido
NS-53,Dúvida ,pedidos VTEX 1662842 e 1662843 vieram com transportadora ao invés de vir como carro proprio.,Nortel - Suporte,Tribo 1,Encerrado,Medium,2024-01-02 16:05:00,,2024-01-17 15:01:00,16.0,,Pendente,N/A,8.0,7.983333333333333,Sim,False,,Não,Fechado,,2024-01-31 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
NS-54,Dúvida ,XML PEDIDO VTEX ,Nortel - Suporte,Tribo 1,Encerrado,Medium,2024-01-08 14:05:00,,2024-01-24 12:43:00,16.0,,Pendente,N/A,8.0,7.683333333333334,Sim,False,,Não,Fechado,,2024-01-31 00:00:00,2024,7:41:00,7:41:00,Atingido,Atingido
NS-55,Dúvida ,Reunião - Duvida Técnica ,Nortel - Suporte,Tribo 1,Concluído,Medium,2024-01-09 18:05:00,,2024-01-12 20:22:00,16.0,,Pendente,N/A,8.0,8.0,Sim,False,,Não,Fechado,,2024-01-31 00:00:00,2024,8:00:00,8:00:00,Atingido,Atingido
NS-58,Bug,Pedidos VTEX com problema no Pedido CIF / FOB .,Nortel - Suporte,Tribo 1,Encerrado,Medium,2024-02-06 08:39:00,,2024-02-14 11:35:00,16.0,,Pendente,N/A,8.0,7.966666666666667,Sim,False,,Não,Fechado,,2024-02-29 00:00:00,2024,7:58:00,7:58:00,Atingido,Atingido
NS-59,Bug Legado,Problema com relação a cep e estoque de produtos,Nortel - Suporte,Tribo 1,Finalizado,Low,2024-02-15 10:28:00,,2024-03-12 10:46:00,24.0,,Pendente,N/A,12.0,11.716666666666667,Sim,False,,Não,Fechado,,2024-02-29 00:00:00,2024,11:43:00,11:43:00,Atingido,Atingido
NS-62,Incidente,Problema com integração de pedidos Digibee - Sphere,Nortel - Suporte,Tribo 1,Concluído,Lowest,2024-03-12 10:50:00,,2024-04-11 09:34:00,40.0,,Pendente,N/A,20.0,-47.3,Sim,False,,Não,Fechado,,2024-03-31 00:00:00,2024,"-1 day, 23:18:00","-1 day, 23:18:00",Violado,Violado
NS-64,Incidente,Problema na integraçao de pedidos,Nortel - Suporte,Tribo 1,Concluído,Medium,2024-03-15 11:30:00,,2024-03-18 08:18:00,16.0,,Pendente,N/A,8.0,1.5,Sim,False,,Não,Fechado,,2024-03-31 00:00:00,2024,1:30:00,1:30:00,Atingido,Atingido
NS-65,Incidente,Alteração do endereço de IP DATASUL SOAP,Nortel - Suporte,Tribo 1,Concluído,Medium,2024-03-19 11:22:00,,2024-03-19 14:56:00,16.0,,Pendente,N/A,8.0,4.433333333333334,Sim,False,,Não,Fechado,,2024-03-31 00:00:00,2024,4:26:00,4:26:00,Atingido,Atingido
NS-66,Bug Legado,Pedido não integrado pela DIGIBEE,Nortel - Suporte,Tribo 1,Concluído,Lowest,2024-03-20 10:07:00,,2024-04-11 09:35:00,40.0,,Pendente,N/A,20.0,-47.78333333333333,Sim,False,,Não,Fechado,,2024-03-31 00:00:00,2024,"-1 day, 23:47:00","-1 day, 23:47:00",Violado,Violado
NS-67,Bug Legado,Pedido não integrado ao sphere,Nortel - Suporte,Tribo 1,Concluído,Lowest,2024-03-26 14:01:00,,2024-04-11 09:35:00,40.0,,Pendente,N/A,20.0,7.666666666666667,Sim,False,,Não,Fechado,,2024-03-31 00:00:00,2024,7:40:00,7:40:00,Atingido,Atingido
NS-69,Bug Legado,Ajuste no link do wpp,Nortel - Suporte,Tribo 1,Encerrado,Medium,2024-06-12 18:35:00,,2024-06-28 14:16:00,16.0,,Pendente,N/A,8.0,2.55,Sim,False,,Não,Fechado,,2024-06-30 00:00:00,2024,2:33:00,2:33:00,Atingido,Atingido
NS-70,Bug Legado,Ajuste no logo do footer,Nortel - Suporte,Tribo 1,Finalizado,Medium,2024-06-28 15:10:00,,2024-07-10 09:50:00,16.0,,Pendente,N/A,8.0,-94.35,Sim,False,,Não,Fechado,,2024-06-30 00:00:00,2024,"-3 days, 22:21:00","-3 days, 22:21:00",Violado,Violado
NS-71,Problema,Divergência de preços no pedido 1472370503502-01,Nortel - Suporte,Tribo 1,Concluído,Medium,2024-10-31 10:38:00,,2025-01-08 11:55:00,16.0,,Pendente,N/A,8.0,7.9,Sim,False,,Não,Fechado,,2024-10-31 00:00:00,2024,7:54:00,7:54:00,Atingido,Atingido
NS-73,Incidente,Divergencia de preços de produtos,Nortel - Suporte,Tribo 1,Concluído,Lowest,2025-01-20 08:54:00,,2025-01-21 12:23:00,40.0,,Pendente,N/A,20.0,11.6,Sim,False,,Não,Fechado,,2025-01-31 00:00:00,2025,11:36:00,11:36:00,Atingido,Atingido
SEB-101,Dúvida ,Ativar Sales Center QA / Reset de senha para a lcandeloci@groupeseb.com,SEB - Suporte,Tribo 1,Concluído,Medium,2024-08-02 10:51:00,2024-08-06 09:15:00,2024-08-06 09:15:00,16.0,94.4,Não,Sim,8.0,-39.61666666666667,Sim,False,,Não,Fechado,94.4,2024-08-31 00:00:00,2024,"-1 day, 15:37:00","-1 day, 15:37:00",Violado,Violado
SEB-103,Bug, Relatorio de Pedidos - T-1377229,SEB - Suporte,Tribo 1,Encerrado,Medium,2024-08-06 11:50:00,2024-08-14 09:57:00,2024-08-14 09:57:00,16.0,190.11666666666667,Não,Sim,8.0,5.083333333333333,Sim,False,,Não,Fechado,190.11666666666667,2024-08-31 00:00:00,2024,5:05:00,5:05:00,Atingido,Atingido
SEB-104,Incidente,T-1379903 Deletar Pedidos EDI - Centro zerado,SEB - Suporte,Tribo 1,Concluído,Medium,2024-08-06 11:56:00,2024-08-06 13:55:00,2024-08-06 13:55:00,16.0,1.9833333333333334,Sim,Não,8.0,6.016666666666667,Sim,False,,Não,Fechado,1.9833333333333334,2024-08-31 00:00:00,2024,6:01:00,6:01:00,Atingido,Atingido
SEB-106,Dúvida , O Centro de Custo informado está Inativo. 1642110 - T-1377698,SEB - Suporte,Tribo 1,Concluído,Medium,2024-08-06 14:20:00,2024-08-27 20:41:00,2024-08-27 20:41:00,16.0,510.35,Não,Sim,8.0,-25.9,Sim,False,,Não,Fechado,510.35,2024-08-31 00:00:00,2024,"-1 day, 1:54:00","-1 day, 1:54:00",Violado,Violado
SEB-109,Incidente,Cadastro SC T-1373079,SEB - Suporte,Tribo 1,Concluído,Medium,2024-08-06 19:50:00,2024-08-19 14:19:00,2024-08-19 14:22:00,16.0,306.48333333333335,Não,Sim,8.0,-74.68333333333334,Sim,False,,Não,Fechado,306.48333333333335,2024-08-31 00:00:00,2024,"-3 days, 2:41:00","-3 days, 2:41:00",Violado,Violado
SEB-110,Dúvida ,Solicito liberar o centro de custo 1642110 no sistema de contratos.  T-1377698,SEB - Suporte,Tribo 1,Concluído,Medium,2024-08-07 15:07:00,2024-08-19 10:52:00,2024-08-19 10:52:00,16.0,283.75,Não,Sim,8.0,7.616666666666667,Sim,False,,Não,Fechado,283.75,2024-08-31 00:00:00,2024,7:37:00,7:37:00,Atingido,Atingido
SEB-111,Incidente,Reset de senha ,SEB - Suporte,Tribo 1,Concluído,Medium,2024-08-08 08:28:00,2024-08-08 14:12:00,2024-08-08 14:12:00,16.0,5.733333333333333,Sim,Não,8.0,2.783333333333333,Sim,False,,Não,Fechado,5.733333333333333,2024-08-31 00:00:00,2024,2:47:00,2:47:00,Atingido,Atingido
SEB-112,Dúvida ,Cadastro no Sales Center ,SEB - Suporte,Tribo 1,Concluído,Medium,2024-08-08 14:16:00,2024-08-13 10:13:00,2024-08-13 10:13:00,16.0,115.95,Não,Sim,8.0,-33.06666666666667,Sim,False,,Não,Fechado,115.95,2024-08-31 00:00:00,2024,"-1 day, 9:04:00","-1 day, 9:04:00",Violado,Violado
SEB-113,Incidente,Contabilização empenhos - T-1385713,SEB - Suporte,Tribo 1,Concluído,Medium,2024-08-12 15:15:00,2024-08-12 16:07:00,2024-08-12 16:07:00,16.0,0.8666666666666667,Sim,Não,8.0,7.116666666666666,Sim,False,,Não,Fechado,0.8666666666666667,2024-08-31 00:00:00,2024,7:07:00,7:07:00,Atingido,Atingido
SEB-114,Dúvida ,lta Cliente Kitchen Center - T-1369306,SEB - Suporte,Tribo 1,Concluído,Medium,2024-08-13 11:59:00,2024-08-14 09:51:00,2024-08-14 09:51:00,16.0,21.866666666666667,Não,Sim,8.0,1.1166666666666667,Sim,False,,Não,Fechado,21.866666666666667,2024-08-31 00:00:00,2024,1:07:00,1:07:00,Atingido,Atingido
SEB-117,Incidente,Solicitação de NF - Contratos,SEB - Suporte,Tribo 1,Concluído,High,2024-08-15 14:28:00,2024-08-15 18:10:00,2024-08-15 18:10:00,6.0,3.7,Sim,Não,3.0,2.466666666666667,Sim,False,,Não,Fechado,3.7,2024-08-31 00:00:00,2024,2:28:00,2:28:00,Atingido,Atingido
SEB-120,Incidente,Empenho nao subiu automaticamente - Sales Center - Urgente ,SEB - Suporte,Tribo 1,Concluído,Medium,2024-08-28 12:22:00,2024-08-30 10:07:00,2024-08-30 10:07:00,16.0,45.75,Não,Sim,8.0,-40.25,Sim,False,,Não,Fechado,45.75,2024-08-31 00:00:00,2024,"-1 day, 16:15:00","-1 day, 16:15:00",Violado,Violado
SEB-123,Bug,ENC: ERRO SISTEMA DE COTAÇÃO ,SEB - Suporte,Tribo 1,Encerrado,Medium,2024-09-05 16:21:00,2024-09-30 10:24:00,2024-09-30 10:24:00,16.0,594.05,Não,Sim,8.0,-48.21666666666667,Sim,False,,Não,Fechado,594.05,2024-09-30 00:00:00,2024,"-2 days, 0:13:00","-2 days, 0:13:00",Violado,Violado
SEB-124,Dúvida ,ENC: Verba Contratual - Sales Center - T-1407057,SEB - Suporte,Tribo 1,Concluído,Medium,2024-09-09 10:19:00,2024-09-17 12:25:00,2024-09-17 12:25:00,16.0,194.1,Não,Sim,8.0,-39.333333333333336,Sim,False,,Não,Fechado,194.1,2024-09-30 00:00:00,2024,"-1 day, 15:20:00","-1 day, 15:20:00",Violado,Violado
SEB-126,Dúvida ,Cadastro de centro de custo nos Pedidos Grátis - T-1395309,SEB - Suporte,Tribo 1,Concluído,Medium,2024-09-10 14:41:00,2024-09-11 21:18:00,2024-09-11 21:18:00,16.0,30.616666666666667,Não,Sim,8.0,-43.7,Sim,False,,Não,Fechado,30.616666666666667,2024-09-30 00:00:00,2024,"-1 day, 19:42:00","-1 day, 19:42:00",Violado,Violado
SEB-137,Dúvida ,Problema ao adicionar novos usuários domino EU.SEB.COM - T-1417242,SEB - Suporte,Tribo 1,Concluído,Medium,2025-02-13 09:29:00,2024-09-25 14:09:00,2025-02-27 23:56:00,16.0,-3379.3333333333335,Sim,Não,8.0,-41.86666666666667,Sim,False,,Não,Fechado,-3379.3333333333335,2025-02-28 00:00:00,2025,"-1 day, 17:52:00","-1 day, 17:52:00",Violado,Violado
SEB-139,Dúvida ,ENC: Provisionamento Base Liquida - SENDAS,SEB - Suporte,Tribo 1,Concluído,Medium,2024-10-03 11:07:00,2024-10-22 08:49:00,2024-10-22 13:46:00,16.0,453.7,Não,Sim,8.0,-133.13333333333333,Sim,False,,Não,Fechado,453.7,2024-10-31 00:00:00,2024,"-5 days, 13:08:00","-5 days, 13:08:00",Violado,Violado
